125.0,3.0,1.0,4.0,60.0,1.9,0.0,6.7,4.0,0.0,0.0,0.0,90.0,74.0,164.0,6.0,1.0,130.0,121.0,124.0,26.0,0.0
139.0,11.0,1.0,7.0,53.0,1.5,0.0,21.0,0.0,0.0,0.0,0.0,107.0,97.0,204.0,7.0,0.0,152.0,155.0,153.0,39.0,0.0
128.0,0.0,7.0,9.0,63.0,3.0,0.0,1.5,10.0,0.0,0.0,0.0,96.0,64.0,160.0,5.0,2.0,127.0,109.0,128.0,24.0,0.0
145.0,2.0,2.0,1.0,34.0,1.7,0.0,22.3,0.0,0.0,0.0,0.0,117.0,57.0,174.0,6.0,1.0,150.0,147.0,150.0,11.0,1.0
142.0,1.0,0.0,5.0,25.0,3.1,0.0,2.5,8.0,0.0,0.0,0.0,144.0,50.0,194.0,7.0,0.0,143.0,129.0,137.0,56.0,0.0
134.0,0.0,0.0,2.0,22.0,2.1,0.0,8.0,3.0,0.0,0.0,0.0,111.0,54.0,165.0,5.0,2.0,126.0,118.0,127.0,59.0,0.0
129.0,0.0,1.0,6.0,67.0,3.3,0.0,0.0,5.0,0.0,2.0,0.0,129.0,63.0,192.0,7.0,0.0,105.0,80.0,107.0,14.0,-1.0
134.0,1.0,1.0,0.0,63.0,1.5,0.0,0.0,1.0,0.0,2.0,0.0,100.0,71.0,171.0,4.0,1.0,89.0,105.0,105.0,72.0,-1.0
142.0,0.0,1.0,1.0,43.0,0.8,3.0,9.4,0.0,0.0,0.0,0.0,27.0,137.0,164.0,2.0,0.0,146.0,145.0,146.0,1.0,-1.0
128.0,7.0,10.0,4.0,31.0,1.7,0.0,3.7,6.0,0.0,0.0,0.0,109.0,68.0,177.0,11.0,0.0,137.0,128.0,135.0,40.0,0.0
128.0,0.0,7.0,6.0,63.0,2.8,0.0,1.4,9.0,0.0,0.0,0.0,96.0,64.0,160.0,3.0,0.0,127.0,114.0,129.0,16.0,0.0
125.0,0.0,1.0,6.0,62.0,1.9,0.0,1.6,6.0,0.0,0.0,0.0,70.0,68.0,138.0,6.0,0.0,130.0,118.0,127.0,25.0,1.0
129.0,0.0,1.0,7.0,66.0,2.9,0.0,0.0,7.0,0.0,3.0,0.0,94.0,50.0,144.0,8.0,0.0,105.0,85.0,109.0,11.0,0.0
133.0,0.0,0.0,4.0,22.0,1.6,0.0,21.3,0.0,0.0,0.0,0.0,47.0,105.0,152.0,1.0,0.0,138.0,135.0,138.0,5.0,1.0
158.0,7.0,21.0,2.0,41.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,45.0,153.0,198.0,2.0,0.0,186.0,180.0,183.0,11.0,1.0
125.0,0.0,1.0,11.0,62.0,1.7,0.0,1.3,11.0,0.0,0.0,0.0,69.0,71.0,140.0,8.0,0.0,130.0,117.0,125.0,30.0,1.0
144.0,7.0,5.0,1.0,71.0,0.8,0.0,2.7,1.0,0.0,0.0,0.0,94.0,82.0,176.0,3.0,0.0,156.0,154.0,155.0,6.0,1.0
139.0,7.0,0.0,6.0,54.0,1.0,0.0,18.1,0.0,0.0,0.0,0.0,85.0,96.0,181.0,5.0,0.0,148.0,147.0,148.0,12.0,0.0
141.0,1.0,0.0,4.0,25.0,1.8,1.0,12.6,3.0,0.0,0.0,0.0,86.0,85.0,171.0,9.0,0.0,145.0,141.0,145.0,17.0,1.0
154.0,0.0,0.0,1.0,48.0,0.9,0.0,12.7,0.0,0.0,0.0,0.0,90.0,93.0,183.0,4.0,0.0,167.0,161.0,163.0,8.0,1.0
130.0,7.0,1.0,0.0,67.0,0.9,0.0,2.8,0.0,0.0,0.0,0.0,46.0,112.0,158.0,4.0,0.0,137.0,138.0,139.0,4.0,0.0
129.0,6.0,22.0,2.0,44.0,1.0,0.0,5.2,0.0,0.0,0.0,0.0,113.0,75.0,188.0,6.0,0.0,150.0,141.0,146.0,18.0,0.0
144.0,0.0,2.0,1.0,78.0,0.6,23.0,11.0,1.0,0.0,0.0,0.0,126.0,74.0,200.0,5.0,0.0,146.0,145.0,147.0,3.0,0.0
