1.8867924,3.1949685
-2.6415095,3.1949685
-1.3836478,1.3333334
0.2264151,-2.2389936
-1.6352202,-0.5283019
0.12578617,0.4779874
-0.7798742,-0.8805031
-3.345912,-0.5283019
1.4842768,3.144654
-1.8867924,-2.3899372
-0.4779874,0.8301887
-2.037736,1.7861636
-2.490566,-1.3836478
3.6981132,1.5849056
0.025157232,2.289308
3.0943396,1.5849056
2.2389936,-0.6792453
1.735849,-1.1320754
2.5911949,-0.3773585
-3.9496856,-1.5345912
3.7484276,3.4465408
-1.7861636,-1.3836478
2.1383648,1.0314466
1.4339622,2.2389936
0.8301887,0.42767295
-0.6792453,-1.6352202
-2.691824,-1.1320754
-1.2830188,2.6415095
0.27672955,1.836478
2.0880504,0.4779874
0.7798742,2.1383648
1.6855346,-3.144654
3.2452831,0.5283019
-1.3836478,0.5283019
2.7924528,0.2264151
-1.2327044,-0.27672955
3.8490567,2.0880504
3.2452831,-3.6981132
4.0,-0.5786164
0.025157232,3.345912
-2.3396227,1.1320754
-1.5345912,3.4465408
0.27672955,1.4842768
1.4339622,-0.6792453
-1.4842768,-0.7798742
-1.18239,-1.5345912
-2.9937108,3.7484276
3.54717,3.54717
0.27672955,-2.0880504
1.6855346,1.6352202
3.6981132,0.27672955
0.0754717,-0.32704404
-2.289308,-3.2955976
-1.18239,1.836478
1.9874214,3.8490567
-1.2830188,-1.735849
-1.836478,-1.8867924
3.5974844,-1.735849
3.7484276,-3.3962264
1.0314466,-0.6792453
1.4842768,-1.4339622
2.691824,-1.1320754
-2.4402516,-2.1383648
1.4842768,3.6477988
-1.3836478,3.4465408
3.0440252,2.037736
-2.9937108,3.4968553
-2.4402516,-3.6981132
-0.7295597,-3.6981132
-3.0943396,-3.8993711
-1.6352202,0.27672955
3.9496856,-1.2830188
2.8427672,0.3773585
2.8427672,0.7798742
0.9308176,-3.8490567
-1.0314466,0.025157232
-1.4339622,-1.937107
1.3836478,-1.937107
2.5911949,0.3773585
-2.5408804,3.0943396
-0.3773585,0.8805031
3.7484276,2.2389936
2.0880504,-2.8427672
-3.6981132,-1.1320754
-3.6477988,-1.2327044
-1.0314466,-1.1320754
-2.9937108,-1.836478
4.0,-2.9433963
