150.0,0.0,9.0,0.0,71.0,0.4,18.0,7.9,0.0,0.0,0.0,0.0,17.0,139.0,156.0,0.0,0.0,151.0,151.0,152.0,0.0,1.0
127.0,0.0,0.0,4.0,63.0,0.5,71.0,4.0,0.0,0.0,0.0,0.0,12.0,119.0,131.0,1.0,0.0,123.0,123.0,124.0,0.0,0.0
139.0,2.0,8.0,0.0,55.0,0.8,8.0,8.9,0.0,0.0,0.0,0.0,63.0,127.0,190.0,7.0,1.0,144.0,146.0,147.0,4.0,-1.0
143.0,0.0,0.0,0.0,65.0,0.5,24.0,10.4,0.0,0.0,0.0,0.0,111.0,56.0,167.0,4.0,0.0,143.0,144.0,145.0,1.0,1.0
144.0,0.0,4.0,0.0,60.0,0.6,7.0,8.5,1.0,0.0,0.0,0.0,110.0,57.0,167.0,3.0,0.0,144.0,149.0,149.0,10.0,1.0
143.0,0.0,0.0,1.0,56.0,0.6,12.0,12.2,0.0,0.0,0.0,0.0,116.0,68.0,184.0,5.0,1.0,145.0,145.0,147.0,3.0,1.0
122.0,0.0,0.0,1.0,84.0,0.5,5.0,13.6,0.0,0.0,0.0,0.0,68.0,62.0,130.0,0.0,0.0,122.0,122.0,123.0,3.0,1.0
141.0,1.0,0.0,8.0,67.0,0.4,0.0,11.2,0.0,0.0,0.0,0.0,24.0,133.0,157.0,0.0,0.0,150.0,147.0,149.0,1.0,1.0
148.0,5.0,0.0,6.0,27.0,1.5,8.0,13.0,0.0,0.0,0.0,0.0,50.0,129.0,179.0,3.0,0.0,157.0,154.0,157.0,6.0,0.0
132.0,0.0,0.0,2.0,15.0,3.2,0.0,16.9,3.0,0.0,0.0,0.0,100.0,50.0,150.0,10.0,2.0,133.0,122.0,130.0,41.0,1.0
125.0,1.0,0.0,5.0,35.0,0.9,20.0,6.9,1.0,0.0,0.0,0.0,43.0,101.0,144.0,4.0,0.0,126.0,125.0,127.0,2.0,0.0
128.0,0.0,6.0,6.0,64.0,2.2,0.0,0.0,6.0,0.0,0.0,0.0,84.0,87.0,171.0,5.0,1.0,129.0,118.0,125.0,13.0,0.0
132.0,7.0,0.0,9.0,32.0,1.3,0.0,12.3,0.0,0.0,0.0,0.0,87.0,95.0,182.0,5.0,0.0,155.0,146.0,149.0,15.0,0.0
136.0,1.0,0.0,3.0,39.0,0.8,28.0,6.6,0.0,0.0,0.0,0.0,33.0,124.0,157.0,4.0,0.0,141.0,139.0,141.0,1.0,0.0
135.0,2.0,0.0,4.0,42.0,0.8,7.0,8.5,0.0,0.0,0.0,0.0,34.0,119.0,153.0,3.0,0.0,142.0,140.0,142.0,1.0,0.0
148.0,2.0,0.0,5.0,54.0,0.7,15.0,9.0,0.0,0.0,0.0,0.0,52.0,115.0,167.0,7.0,1.0,153.0,152.0,154.0,3.0,1.0
138.0,0.0,1.0,0.0,68.0,0.3,21.0,7.2,0.0,0.0,0.0,0.0,22.0,128.0,150.0,1.0,0.0,144.0,142.0,144.0,1.0,1.0
133.0,2.0,0.0,7.0,40.0,0.9,21.0,11.2,0.0,0.0,0.0,0.0,50.0,106.0,156.0,3.0,0.0,142.0,140.0,142.0,3.0,1.0
123.0,2.0,3.0,0.0,55.0,0.7,0.0,8.6,0.0,0.0,0.0,0.0,71.0,81.0,152.0,4.0,0.0,129.0,129.0,130.0,3.0,1.0
145.0,3.0,0.0,5.0,55.0,0.6,8.0,6.6,0.0,0.0,0.0,0.0,73.0,93.0,166.0,5.0,0.0,149.0,150.0,151.0,1.0,1.0
134.0,6.0,0.0,5.0,63.0,1.0,0.0,3.8,2.0,0.0,0.0,0.0,83.0,90.0,173.0,3.0,0.0,149.0,144.0,147.0,15.0,1.0
135.0,2.0,0.0,2.0,23.0,1.6,0.0,9.1,3.0,0.0,0.0,0.0,67.0,90.0,157.0,3.0,0.0,133.0,133.0,135.0,10.0,1.0
125.0,1.0,5.0,0.0,22.0,1.9,0.0,15.8,0.0,0.0,0.0,0.0,82.0,68.0,150.0,5.0,1.0,132.0,130.0,133.0,6.0,1.0
127.0,0.0,0.0,6.0,70.0,0.4,63.0,4.1,0.0,0.0,0.0,0.0,18.0,119.0,137.0,2.0,0.0,123.0,125.0,126.0,1.0,0.0
121.0,5.0,2.0,1.0,55.0,1.4,0.0,13.7,0.0,0.0,0.0,0.0,73.0,96.0,169.0,6.0,0.0,124.0,127.0,127.0,19.0,0.0
125.0,3.0,0.0,5.0,36.0,0.9,4.0,6.5,0.0,0.0,0.0,0.0,45.0,115.0,160.0,2.0,0.0,131.0,131.0,131.0,3.0,0.0
122.0,6.0,0.0,0.0,23.0,1.7,0.0,9.7,3.0,0.0,0.0,0.0,78.0,79.0,157.0,6.0,0.0,131.0,125.0,130.0,18.0,0.0
110.0,3.0,0.0,6.0,63.0,2.4,0.0,1.8,4.0,0.0,0.0,0.0,176.0,62.0,238.0,10.0,1.0,98.0,101.0,105.0,59.0,-1.0
136.0,0.0,0.0,7.0,78.0,0.4,27.0,4.6,0.0,0.0,0.0,0.0,43.0,112.0,155.0,4.0,0.0,138.0,137.0,139.0,0.0,0.0
122.0,2.0,3.0,5.0,20.0,5.0,0.0,21.1,2.0,0.0,0.0,0.0,148.0,50.0,198.0,11.0,0.0,127.0,124.0,127.0,28.0,0.0
134.0,0.0,0.0,2.0,21.0,1.9,0.0,8.6,3.0,0.0,0.0,0.0,104.0,50.0,154.0,9.0,2.0,126.0,117.0,127.0,64.0,1.0
136.0,0.0,0.0,7.0,35.0,1.1,0.0,11.5,4.0,0.0,0.0,0.0,86.0,69.0,155.0,3.0,0.0,136.0,133.0,137.0,14.0,1.0
125.0,0.0,0.0,2.0,44.0,0.7,15.0,8.7,0.0,0.0,0.0,0.0,21.0,120.0,141.0,0.0,0.0,131.0,130.0,131.0,1.0,0.0
144.0,0.0,0.0,4.0,48.0,0.6,6.0,11.4,0.0,0.0,0.0,0.0,31.0,129.0,160.0,1.0,0.0,148.0,147.0,149.0,1.0,0.0
134.0,2.0,5.0,1.0,67.0,1.2,0.0,15.9,0.0,0.0,0.0,0.0,124.0,68.0,192.0,6.0,0.0,138.0,136.0,137.0,6.0,0.0
130.0,13.0,98.0,0.0,31.0,2.6,0.0,14.0,0.0,0.0,0.0,0.0,120.0,50.0,170.0,12.0,0.0,157.0,151.0,156.0,24.0,1.0
134.0,3.0,0.0,12.0,26.0,1.8,10.0,15.1,6.0,0.0,0.0,0.0,82.0,82.0,164.0,5.0,0.0,147.0,133.0,137.0,40.0,1.0
134.0,3.0,0.0,0.0,64.0,1.9,0.0,0.0,1.0,0.0,3.0,0.0,120.0,66.0,186.0,9.0,0.0,88.0,104.0,106.0,109.0,-1.0
128.0,1.0,0.0,5.0,39.0,2.7,0.0,18.9,4.0,0.0,0.0,0.0,128.0,51.0,179.0,6.0,0.0,133.0,125.0,130.0,24.0,0.0
123.0,2.0,0.0,1.0,37.0,0.9,0.0,12.8,0.0,0.0,0.0,0.0,79.0,66.0,145.0,2.0,0.0,125.0,127.0,127.0,4.0,1.0
132.0,0.0,0.0,6.0,47.0,0.7,1.0,11.2,1.0,0.0,0.0,0.0,31.0,114.0,145.0,1.0,0.0,136.0,134.0,136.0,2.0,1.0
123.0,0.0,0.0,1.0,74.0,0.3,64.0,5.9,0.0,0.0,0.0,0.0,52.0,84.0,136.0,3.0,0.0,123.0,124.0,126.0,1.0,1.0
137.0,0.0,1.0,7.0,59.0,1.8,0.0,6.4,4.0,0.0,0.0,0.0,102.0,64.0,166.0,5.0,1.0,139.0,133.0,140.0,13.0,1.0
157.0,5.0,0.0,2.0,49.0,0.7,0.0,3.3,0.0,0.0,0.0,0.0,38.0,154.0,192.0,2.0,0.0,161.0,167.0,166.0,9.0,-1.0
125.0,1.0,1.0,7.0,63.0,1.1,0.0,4.1,8.0,0.0,0.0,0.0,100.0,64.0,164.0,5.0,2.0,116.0,114.0,117.0,13.0,0.0
123.0,4.0,0.0,4.0,36.0,0.9,16.0,3.7,0.0,0.0,0.0,0.0,34.0,115.0,149.0,1.0,0.0,126.0,127.0,127.0,3.0,-1.0
140.0,6.0,4.0,0.0,53.0,1.5,0.0,12.9,0.0,0.0,0.0,0.0,104.0,68.0,172.0,2.0,0.0,146.0,147.0,147.0,12.0,1.0
133.0,4.0,29.0,3.0,65.0,2.5,0.0,1.6,1.0,0.0,0.0,0.0,34.0,127.0,161.0,1.0,0.0,138.0,127.0,140.0,3.0,-1.0
134.0,0.0,0.0,0.0,81.0,0.2,91.0,1.3,0.0,0.0,0.0,0.0,3.0,133.0,136.0,1.0,0.0,135.0,134.0,136.0,0.0,1.0
129.0,8.0,0.0,6.0,21.0,1.5,0.0,4.5,0.0,0.0,0.0,0.0,54.0,108.0,162.0,4.0,0.0,144.0,142.0,144.0,8.0,1.0
138.0,0.0,0.0,2.0,42.0,0.8,44.0,7.8,0.0,0.0,0.0,0.0,39.0,113.0,152.0,3.0,0.0,141.0,139.0,142.0,1.0,1.0
139.0,6.0,0.0,4.0,38.0,0.9,0.0,7.1,0.0,0.0,0.0,0.0,34.0,136.0,170.0,1.0,0.0,144.0,146.0,146.0,4.0,-1.0
138.0,11.0,0.0,5.0,37.0,1.2,0.0,4.1,0.0,0.0,0.0,0.0,48.0,120.0,168.0,0.0,1.0,146.0,147.0,148.0,4.0,0.0
132.0,2.0,0.0,3.0,28.0,1.4,0.0,8.4,3.0,0.0,0.0,0.0,94.0,68.0,162.0,11.0,1.0,143.0,137.0,142.0,26.0,1.0
126.0,2.0,0.0,4.0,25.0,1.8,0.0,14.6,2.0,0.0,0.0,0.0,102.0,52.0,154.0,3.0,0.0,136.0,130.0,134.0,12.0,1.0
